Area,Type,Educational Level,Count,Disability,Gender
Uttarakhand,Urban,Literate But Below Primary,173,Speech,Males
Uttarakhand,Urban,Primary But Below Middle,274,Speech,Males
Uttarakhand,Urban,Middle But Below Matric/Secondary,214,Speech,Males
Uttarakhand,Urban,Matric/Secondary But Below Graduate,416,Speech,Males
Uttarakhand,Urban,Graduate And Above,273,Speech,Males
Haryana,Rural,Illiterate,3776,Speech,Males
Haryana,Rural,Literate,5259,Speech,Males
Haryana,Rural,Literate But Below Primary,1286,Speech,Males
Haryana,Rural,Primary But Below Middle,1470,Speech,Males
Haryana,Rural,Middle But Below Matric/Secondary,817,Speech,Males
Haryana,Rural,Matric/Secondary But Below Graduate,1267,Speech,Males
Haryana,Rural,Graduate And Above,223,Speech,Males
Haryana,Urban,Illiterate,1375,Speech,Males
Haryana,Urban,Literate,2911,Speech,Males
Haryana,Urban,Literate But Below Primary,452,Speech,Males
Haryana,Urban,Primary But Below Middle,527,Speech,Males
Haryana,Urban,Middle But Below Matric/Secondary,452,Speech,Males
Haryana,Urban,Matric/Secondary But Below Graduate,900,Speech,Males
Haryana,Urban,Graduate And Above,440,Speech,Males
Nct Of Delhi,Rural,Illiterate,74,Speech,Males
Nct Of Delhi,Rural,Literate,134,Speech,Males
Nct Of Delhi,Rural,Literate But Below Primary,25,Speech,Males
Nct Of Delhi,Rural,Primary But Below Middle,25,Speech,Males
Nct Of Delhi,Rural,Middle But Below Matric/Secondary,20,Speech,Males
Nct Of Delhi,Rural,Matric/Secondary But Below Graduate,40,Speech,Males
Nct Of Delhi,Rural,Graduate And Above,20,Speech,Males
Nct Of Delhi,Urban,Illiterate,2348,Speech,Males
Nct Of Delhi,Urban,Literate,6390,Speech,Males
Nct Of Delhi,Urban,Literate But Below Primary,848,Speech,Males
Nct Of Delhi,Urban,Primary But Below Middle,1165,Speech,Males
Nct Of Delhi,Urban,Middle But Below Matric/Secondary,982,Speech,Males
Nct Of Delhi,Urban,Matric/Secondary But Below Graduate,1910,Speech,Males
Nct Of Delhi,Urban,Graduate And Above,1182,Speech,Males
Rajasthan,Rural,Illiterate,12563,Speech,Males
Rajasthan,Rural,Literate,17122,Speech,Males
Rajasthan,Rural,Literate But Below Primary,4568,Speech,Males
Rajasthan,Rural,Primary But Below Middle,5401,Speech,Males
Rajasthan,Rural,Middle But Below Matric/Secondary,3113,Speech,Males
Rajasthan,Rural,Matric/Secondary But Below Graduate,2411,Speech,Males
Rajasthan,Rural,Graduate And Above,570,Speech,Males
Rajasthan,Urban,Illiterate,3393,Speech,Males
Rajasthan,Urban,Literate,9104,Speech,Males
Rajasthan,Urban,Literate But Below Primary,1200,Speech,Males
Rajasthan,Urban,Primary But Below Middle,1709,Speech,Males
Rajasthan,Urban,Middle But Below Matric/Secondary,1604,Speech,Males
Rajasthan,Urban,Matric/Secondary But Below Graduate,2396,Speech,Males
Rajasthan,Urban,Graduate And Above,1685,Speech,Males
Uttar Pradesh,Rural,Illiterate,50503,Speech,Males
Uttar Pradesh,Rural,Literate,64162,Speech,Males
Uttar Pradesh,Rural,Literate But Below Primary,12704,Speech,Males
Uttar Pradesh,Rural,Primary But Below Middle,16354,Speech,Males
Uttar Pradesh,Rural,Middle But Below Matric/Secondary,13032,Speech,Males
Uttar Pradesh,Rural,Matric/Secondary But Below Graduate,13403,Speech,Males
Uttar Pradesh,Rural,Graduate And Above,3727,Speech,Males
Uttar Pradesh,Urban,Illiterate,12248,Speech,Males
Uttar Pradesh,Urban,Literate,24257,Speech,Males
Uttar Pradesh,Urban,Literate But Below Primary,2894,Speech,Males
Uttar Pradesh,Urban,Primary But Below Middle,4168,Speech,Males
Uttar Pradesh,Urban,Middle But Below Matric/Secondary,3835,Speech,Males
Uttar Pradesh,Urban,Matric/Secondary But Below Graduate,6676,Speech,Males
Uttar Pradesh,Urban,Graduate And Above,4459,Speech,Males
Bihar,Rural,Illiterate,43241,Speech,Males
Bihar,Rural,Literate,42995,Speech,Males
Bihar,Rural,Literate But Below Primary,10851,Speech,Males
Bihar,Rural,Primary But Below Middle,10815,Speech,Males
Bihar,Rural,Middle But Below Matric/Secondary,6367,Speech,Males
Bihar,Rural,Matric/Secondary But Below Graduate,8571,Speech,Males
Bihar,Rural,Graduate And Above,2059,Speech,Males
Bihar,Urban,Illiterate,3837,Speech,Males
Bihar,Urban,Literate,7820,Speech,Males
Bihar,Urban,Literate But Below Primary,1182,Speech,Males
Bihar,Urban,Primary But Below Middle,1304,Speech,Males
Bihar,Urban,Middle But Below Matric/Secondary,1012,Speech,Males
Bihar,Urban,Matric/Secondary But Below Graduate,2169,Speech,Males
Bihar,Urban,Graduate And Above,1555,Speech,Males
Sikkim,Rural,Illiterate,493,Speech,Males
Sikkim,Rural,Literate,206,Speech,Males
Sikkim,Rural,Literate But Below Primary,117,Speech,Males
Sikkim,Rural,Primary But Below Middle,46,Speech,Males
Sikkim,Rural,Middle But Below Matric/Secondary,11,Speech,Males
Sikkim,Rural,Matric/Secondary But Below Graduate,7,Speech,Males
Sikkim,Rural,Graduate And Above,3,Speech,Males
Sikkim,Urban,Illiterate,52,Speech,Males
Sikkim,Urban,Literate,67,Speech,Males
Sikkim,Urban,Literate But Below Primary,16,Speech,Males
Sikkim,Urban,Primary But Below Middle,11,Speech,Males
Sikkim,Urban,Middle But Below Matric/Secondary,14,Speech,Males
Sikkim,Urban,Matric/Secondary But Below Graduate,16,Speech,Males
Sikkim,Urban,Graduate And Above,4,Speech,Males
Arunachal Pradesh,Rural,Illiterate,516,Speech,Males
Arunachal Pradesh,Rural,Literate,221,Speech,Males
Arunachal Pradesh,Rural,Literate But Below Primary,64,Speech,Males
Arunachal Pradesh,Rural,Primary But Below Middle,68,Speech,Males
Arunachal Pradesh,Rural,Middle But Below Matric/Secondary,34,Speech,Males
Arunachal Pradesh,Rural,Matric/Secondary But Below Graduate,32,Speech,Males
Arunachal Pradesh,Rural,Graduate And Above,7,Speech,Males
Arunachal Pradesh,Urban,Illiterate,73,Speech,Males
Arunachal Pradesh,Urban,Literate,70,Speech,Males
Arunachal Pradesh,Urban,Literate But Below Primary,21,Speech,Males
Arunachal Pradesh,Urban,Primary But Below Middle,9,Speech,Males
Arunachal Pradesh,Urban,Middle But Below Matric/Secondary,13,Speech,Males
Arunachal Pradesh,Urban,Matric/Secondary But Below Graduate,20,Speech,Males
Arunachal Pradesh,Urban,Graduate And Above,4,Speech,Males
Nagaland,Rural,Illiterate,752,Speech,Males
Nagaland,Rural,Literate,281,Speech,Males
Nagaland,Rural,Literate But Below Primary,102,Speech,Males
Nagaland,Rural,Primary But Below Middle,60,Speech,Males
Nagaland,Rural,Middle But Below Matric/Secondary,49,Speech,Males
Nagaland,Rural,Matric/Secondary But Below Graduate,28,Speech,Males
Nagaland,Rural,Graduate And Above,5,Speech,Males
Nagaland,Urban,Illiterate,137,Speech,Males
Nagaland,Urban,Literate,91,Speech,Males
Nagaland,Urban,Literate But Below Primary,27,Speech,Males
Nagaland,Urban,Primary But Below Middle,12,Speech,Males
Nagaland,Urban,Middle But Below Matric/Secondary,18,Speech,Males
Nagaland,Urban,Matric/Secondary But Below Graduate,18,Speech,Males
Nagaland,Urban,Graduate And Above,7,Speech,Males
Manipur,Rural,Illiterate,504,Speech,Males
Manipur,Rural,Literate,534,Speech,Males
Manipur,Rural,Literate But Below Primary,85,Speech,Males
Manipur,Rural,Primary But Below Middle,85,Speech,Males
Manipur,Rural,Middle But Below Matric/Secondary,147,Speech,Males
Manipur,Rural,Matric/Secondary But Below Graduate,130,Speech,Males
Manipur,Rural,Graduate And Above,46,Speech,Males
Manipur,Urban,Illiterate,146,Speech,Males
Manipur,Urban,Literate,304,Speech,Males
Manipur,Urban,Literate But Below Primary,39,Speech,Males
Manipur,Urban,Primary But Below Middle,32,Speech,Males
Manipur,Urban,Middle But Below Matric/Secondary,73,Speech,Males
Manipur,Urban,Matric/Secondary But Below Graduate,93,Speech,Males
Manipur,Urban,Graduate And Above,50,Speech,Males
Mizoram,Rural,Illiterate,239,Speech,Males
Mizoram,Rural,Literate,160,Speech,Males
Mizoram,Rural,Literate But Below Primary,84,Speech,Males
Mizoram,Rural,Primary But Below Middle,39,Speech,Males
Mizoram,Rural,Middle But Below Matric/Secondary,18,Speech,Males
Mizoram,Rural,Matric/Secondary But Below Graduate,7,Speech,Males
Mizoram,Rural,Graduate And Above,1,Speech,Males
Mizoram,Urban,Illiterate,86,Speech,Males
Mizoram,Urban,Literate,116,Speech,Males
Mizoram,Urban,Literate But Below Primary,41,Speech,Males
Mizoram,Urban,Primary But Below Middle,18,Speech,Males
Mizoram,Urban,Middle But Below Matric/Secondary,24,Speech,Males
Mizoram,Urban,Matric/Secondary But Below Graduate,15,Speech,Males
Mizoram,Urban,Graduate And Above,4,Speech,Males
Tripura,Rural,Illiterate,780,Speech,Males
Tripura,Rural,Literate,922,Speech,Males
Tripura,Rural,Literate But Below Primary,357,Speech,Males
Tripura,Rural,Primary But Below Middle,213,Speech,Males
Tripura,Rural,Middle But Below Matric/Secondary,148,Speech,Males
Tripura,Rural,Matric/Secondary But Below Graduate,78,Speech,Males
Tripura,Rural,Graduate And Above,16,Speech,Males
Tripura,Urban,Illiterate,217,Speech,Males
Tripura,Urban,Literate,619,Speech,Males
Tripura,Urban,Literate But Below Primary,153,Speech,Males
Tripura,Urban,Primary But Below Middle,100,Speech,Males
Tripura,Urban,Middle But Below Matric/Secondary,136,Speech,Males
Tripura,Urban,Matric/Secondary But Below Graduate,115,Speech,Males
Tripura,Urban,Graduate And Above,58,Speech,Males
Meghalaya,Rural,Illiterate,851,Speech,Males
Meghalaya,Rural,Literate,377,Speech,Males
Meghalaya,Rural,Literate But Below Primary,156,Speech,Males
Meghalaya,Rural,Primary But Below Middle,78,Speech,Males
Meghalaya,Rural,Middle But Below Matric/Secondary,49,Speech,Males
Meghalaya,Rural,Matric/Secondary But Below Graduate,44,Speech,Males
Meghalaya,Rural,Graduate And Above,8,Speech,Males
Meghalaya,Urban,Illiterate,96,Speech,Males
Meghalaya,Urban,Literate,88,Speech,Males
Meghalaya,Urban,Literate But Below Primary,26,Speech,Males
Meghalaya,Urban,Primary But Below Middle,16,Speech,Males
Meghalaya,Urban,Middle But Below Matric/Secondary,9,Speech,Males
Meghalaya,Urban,Matric/Secondary But Below Graduate,20,Speech,Males
Meghalaya,Urban,Graduate And Above,12,Speech,Males
Assam,Rural,Illiterate,11365,Speech,Males
Assam,Rural,Literate,7579,Speech,Males
Assam,Rural,Literate But Below Primary,2582,Speech,Males
Assam,Rural,Primary But Below Middle,1808,Speech,Males
Assam,Rural,Middle But Below Matric/Secondary,1414,Speech,Males
Assam,Rural,Matric/Secondary But Below Graduate,1017,Speech,Males
Assam,Rural,Graduate And Above,183,Speech,Males
Assam,Urban,Illiterate,1071,Speech,Males
Assam,Urban,Literate,1870,Speech,Males
Assam,Urban,Literate But Below Primary,323,Speech,Males
Assam,Urban,Primary But Below Middle,328,Speech,Males
Assam,Urban,Middle But Below Matric/Secondary,353,Speech,Males
Assam,Urban,Matric/Secondary But Below Graduate,530,Speech,Males
Assam,Urban,Graduate And Above,210,Speech,Males
West Bengal,Rural,Illiterate,26112,Speech,Males
West Bengal,Rural,Literate,26307,Speech,Males
West Bengal,Rural,Literate But Below Primary,10163,Speech,Males
West Bengal,Rural,Primary But Below Middle,6311,Speech,Males
West Bengal,Rural,Middle But Below Matric/Secondary,4242,Speech,Males
West Bengal,Rural,Matric/Secondary But Below Graduate,3149,Speech,Males
West Bengal,Rural,Graduate And Above,872,Speech,Males
West Bengal,Urban,Illiterate,8241,Speech,Males
West Bengal,Urban,Literate,20595,Speech,Males
West Bengal,Urban,Literate But Below Primary,3674,Speech,Males
West Bengal,Urban,Primary But Below Middle,3596,Speech,Males
West Bengal,Urban,Middle But Below Matric/Secondary,3632,Speech,Males
West Bengal,Urban,Matric/Secondary But Below Graduate,5032,Speech,Males
West Bengal,Urban,Graduate And Above,3341,Speech,Males
Jharkhand,Rural,Illiterate,10025,Speech,Males
Jharkhand,Rural,Literate,9280,Speech,Males
Jharkhand,Rural,Literate But Below Primary,2708,Speech,Males
Jharkhand,Rural,Primary But Below Middle,2757,Speech,Males
Jharkhand,Rural,Middle But Below Matric/Secondary,1547,Speech,Males
Jharkhand,Rural,Matric/Secondary But Below Graduate,1364,Speech,Males
Jharkhand,Rural,Graduate And Above,286,Speech,Males
Jharkhand,Urban,Illiterate,2085,Speech,Males
Jharkhand,Urban,Literate,4779,Speech,Males
Jharkhand,Urban,Literate But Below Primary,686,Speech,Males
Jharkhand,Urban,Primary But Below Middle,831,Speech,Males
Jharkhand,Urban,Middle But Below Matric/Secondary,726,Speech,Males
Jharkhand,Urban,Matric/Secondary But Below Graduate,1471,Speech,Males
Jharkhand,Urban,Graduate And Above,847,Speech,Males
Odisha,Rural,Illiterate,12324,Speech,Males
Odisha,Rural,Literate,19148,Speech,Males
Odisha,Rural,Literate But Below Primary,5172,Speech,Males
Odisha,Rural,Primary But Below Middle,6154,Speech,Males
Odisha,Rural,Middle But Below Matric/Secondary,3325,Speech,Males
Odisha,Rural,Matric/Secondary But Below Graduate,2882,Speech,Males
Odisha,Rural,Graduate And Above,738,Speech,Males
Odisha,Urban,Illiterate,1502,Speech,Males
Odisha,Urban,Literate,5532,Speech,Males
Odisha,Urban,Literate But Below Primary,717,Speech,Males
Odisha,Urban,Primary But Below Middle,1051,Speech,Males
Odisha,Urban,Middle But Below Matric/Secondary,796,Speech,Males
Odisha,Urban,Matric/Secondary But Below Graduate,1549,Speech,Males
Odisha,Urban,Graduate And Above,1162,Speech,Males
Chhattisgarh,Rural,Illiterate,5530,Speech,Males
Chhattisgarh,Rural,Literate,6098,Speech,Males
Chhattisgarh,Rural,Literate But Below Primary,2217,Speech,Males
Chhattisgarh,Rural,Primary But Below Middle,1791,Speech,Males
Chhattisgarh,Rural,Middle But Below Matric/Secondary,1082,Speech,Males
Chhattisgarh,Rural,Matric/Secondary But Below Graduate,633,Speech,Males
Chhattisgarh,Rural,Graduate And Above,127,Speech,Males
Chhattisgarh,Urban,Illiterate,1137,Speech,Males
Chhattisgarh,Urban,Literate,2744,Speech,Males
Chhattisgarh,Urban,Literate But Below Primary,533,Speech,Males
Chhattisgarh,Urban,Primary But Below Middle,584,Speech,Males
Chhattisgarh,Urban,Middle But Below Matric/Secondary,459,Speech,Males
Chhattisgarh,Urban,Matric/Secondary But Below Graduate,682,Speech,Males
Chhattisgarh,Urban,Graduate And Above,397,Speech,Males
Madhya Pradesh,Rural,Illiterate,12050,Speech,Males
Madhya Pradesh,Rural,Literate,15202,Speech,Males
Madhya Pradesh,Rural,Literate But Below Primary,4612,Speech,Males
Madhya Pradesh,Rural,Primary But Below Middle,4553,Speech,Males
Madhya Pradesh,Rural,Middle But Below Matric/Secondary,2818,Speech,Males
Madhya Pradesh,Rural,Matric/Secondary But Below Graduate,1890,Speech,Males
Madhya Pradesh,Rural,Graduate And Above,428,Speech,Males
Madhya Pradesh,Urban,Illiterate,3562,Speech,Males
Madhya Pradesh,Urban,Literate,9503,Speech,Males
Madhya Pradesh,Urban,Literate But Below Primary,1534,Speech,Males
Madhya Pradesh,Urban,Primary But Below Middle,1861,Speech,Males
Madhya Pradesh,Urban,Middle But Below Matric/Secondary,1643,Speech,Males
Madhya Pradesh,Urban,Matric/Secondary But Below Graduate,2472,Speech,Males
Madhya Pradesh,Urban,Graduate And Above,1512,Speech,Males
Gujarat,Rural,Illiterate,6288,Speech,Males
Gujarat,Rural,Literate,11266,Speech,Males
Gujarat,Rural,Literate But Below Primary,3607,Speech,Males
Gujarat,Rural,Primary But Below Middle,3316,Speech,Males
Gujarat,Rural,Middle But Below Matric/Secondary,1685,Speech,Males
Gujarat,Rural,Matric/Secondary But Below Graduate,1738,Speech,Males
Gujarat,Rural,Graduate And Above,239,Speech,Males
Gujarat,Urban,Illiterate,3789,Speech,Males
Gujarat,Urban,Literate,13934,Speech,Males
Gujarat,Urban,Literate But Below Primary,2161,Speech,Males
Gujarat,Urban,Primary But Below Middle,2905,Speech,Males
Gujarat,Urban,Middle But Below Matric/Secondary,2259,Speech,Males
Gujarat,Urban,Matric/Secondary But Below Graduate,4065,Speech,Males
Gujarat,Urban,Graduate And Above,1767,Speech,Males
Daman & Diu,Rural,Illiterate,19,Speech,Males
Daman & Diu,Rural,Literate,14,Speech,Males
Daman & Diu,Rural,Literate But Below Primary,2,Speech,Males
Daman & Diu,Rural,Primary But Below Middle,6,Speech,Males
Daman & Diu,Rural,Middle But Below Matric/Secondary,2,Speech,Males
Daman & Diu,Rural,Matric/Secondary But Below Graduate,4,Speech,Males
Daman & Diu,Rural,Graduate And Above,0,Speech,Males
Daman & Diu,Urban,Illiterate,19,Speech,Males
Daman & Diu,Urban,Literate,51,Speech,Males
Daman & Diu,Urban,Literate But Below Primary,6,Speech,Males
Daman & Diu,Urban,Primary But Below Middle,13,Speech,Males
Daman & Diu,Urban,Middle But Below Matric/Secondary,12,Speech,Males
Daman & Diu,Urban,Matric/Secondary But Below Graduate,16,Speech,Males
Daman & Diu,Urban,Graduate And Above,3,Speech,Males
Dadra & Nagar Haveli,Rural,Illiterate,36,Speech,Males
Dadra & Nagar Haveli,Rural,Literate,32,Speech,Males
Dadra & Nagar Haveli,Rural,Literate But Below Primary,10,Speech,Males
Dadra & Nagar Haveli,Rural,Primary But Below Middle,4,Speech,Males
Dadra & Nagar Haveli,Rural,Middle But Below Matric/Secondary,6,Speech,Males
Dadra & Nagar Haveli,Rural,Matric/Secondary But Below Graduate,8,Speech,Males
Dadra & Nagar Haveli,Rural,Graduate And Above,1,Speech,Males
Dadra & Nagar Haveli,Urban,Illiterate,18,Speech,Males
Dadra & Nagar Haveli,Urban,Literate,29,Speech,Males
Dadra & Nagar Haveli,Urban,Literate But Below Primary,5,Speech,Males
Dadra & Nagar Haveli,Urban,Primary But Below Middle,5,Speech,Males
Dadra & Nagar Haveli,Urban,Middle But Below Matric/Secondary,4,Speech,Males
Dadra & Nagar Haveli,Urban,Matric/Secondary But Below Graduate,9,Speech,Males
Dadra & Nagar Haveli,Urban,Graduate And Above,3,Speech,Males
Maharashtra,Rural,Illiterate,34665,Speech,Males
Maharashtra,Rural,Literate,97206,Speech,Males
Maharashtra,Rural,Literate But Below Primary,23313,Speech,Males
Maharashtra,Rural,Primary But Below Middle,20073,Speech,Males
Maharashtra,Rural,Middle But Below Matric/Secondary,14784,Speech,Males
Maharashtra,Rural,Matric/Secondary But Below Graduate,25814,Speech,Males
Maharashtra,Rural,Graduate And Above,5897,Speech,Males
Maharashtra,Urban,Illiterate,23529,Speech,Males
Maharashtra,Urban,Literate,105392,Speech,Males
Maharashtra,Urban,Literate But Below Primary,11673,Speech,Males
Maharashtra,Urban,Primary But Below Middle,15868,Speech,Males
Maharashtra,Urban,Middle But Below Matric/Secondary,13495,Speech,Males
Maharashtra,Urban,Matric/Secondary But Below Graduate,37300,Speech,Males
Maharashtra,Urban,Graduate And Above,20432,Speech,Males
Andhra Pradesh,Rural,Illiterate,37868,Speech,Males
Andhra Pradesh,Rural,Literate,38288,Speech,Males
Andhra Pradesh,Rural,Literate But Below Primary,7451,Speech,Males
Andhra Pradesh,Rural,Primary But Below Middle,11339,Speech,Males
Andhra Pradesh,Rural,Middle But Below Matric/Secondary,4144,Speech,Males
Andhra Pradesh,Rural,Matric/Secondary But Below Graduate,9517,Speech,Males
Andhra Pradesh,Rural,Graduate And Above,2036,Speech,Males
Andhra Pradesh,Urban,Illiterate,12215,Speech,Males
Andhra Pradesh,Urban,Literate,33273,Speech,Males
Andhra Pradesh,Urban,Literate But Below Primary,3083,Speech,Males
Andhra Pradesh,Urban,Primary But Below Middle,6189,Speech,Males
Andhra Pradesh,Urban,Middle But Below Matric/Secondary,2547,Speech,Males
Andhra Pradesh,Urban,Matric/Secondary But Below Graduate,11215,Speech,Males
Andhra Pradesh,Urban,Graduate And Above,6880,Speech,Males
Karnataka,Rural,Illiterate,15880,Speech,Males
Karnataka,Rural,Literate,17800,Speech,Males
Karnataka,Rural,Literate But Below Primary,4838,Speech,Males
Karnataka,Rural,Primary But Below Middle,5587,Speech,Males
Karnataka,Rural,Middle But Below Matric/Secondary,2438,Speech,Males
Karnataka,Rural,Matric/Secondary But Below Graduate,3004,Speech,Males
Karnataka,Rural,Graduate And Above,443,Speech,Males
Karnataka,Urban,Illiterate,5249,Speech,Males
Karnataka,Urban,Literate,10919,Speech,Males
Karnataka,Urban,Literate But Below Primary,1719,Speech,Males
Karnataka,Urban,Primary But Below Middle,2324,Speech,Males
Karnataka,Urban,Middle But Below Matric/Secondary,1177,Speech,Males
Karnataka,Urban,Matric/Secondary But Below Graduate,3343,Speech,Males
Karnataka,Urban,Graduate And Above,1498,Speech,Males
Goa,Rural,Illiterate,234,Speech,Males
Goa,Rural,Literate,885,Speech,Males
Goa,Rural,Literate But Below Primary,144,Speech,Males
Goa,Rural,Primary But Below Middle,166,Speech,Males
Goa,Rural,Middle But Below Matric/Secondary,131,Speech,Males
Goa,Rural,Matric/Secondary But Below Graduate,286,Speech,Males
Goa,Rural,Graduate And Above,55,Speech,Males
Goa,Urban,Illiterate,313,Speech,Males
Goa,Urban,Literate,1375,Speech,Males
Goa,Urban,Literate But Below Primary,188,Speech,Males
Goa,Urban,Primary But Below Middle,206,Speech,Males
Goa,Urban,Middle But Below Matric/Secondary,170,Speech,Males
Goa,Urban,Matric/Secondary But Below Graduate,468,Speech,Males
Goa,Urban,Graduate And Above,171,Speech,Males
Lakshadweep,Rural,Illiterate,3,Speech,Males
Lakshadweep,Rural,Literate,4,Speech,Males
Lakshadweep,Rural,Literate But Below Primary,3,Speech,Males
Lakshadweep,Rural,Primary But Below Middle,0,Speech,Males
Lakshadweep,Rural,Middle But Below Matric/Secondary,0,Speech,Males
Lakshadweep,Rural,Matric/Secondary But Below Graduate,1,Speech,Males
Lakshadweep,Rural,Graduate And Above,0,Speech,Males
Lakshadweep,Urban,Illiterate,12,Speech,Males
Lakshadweep,Urban,Literate,29,Speech,Males
Lakshadweep,Urban,Literate But Below Primary,11,Speech,Males
Lakshadweep,Urban,Primary But Below Middle,9,Speech,Males
Lakshadweep,Urban,Middle But Below Matric/Secondary,4,Speech,Males
Lakshadweep,Urban,Matric/Secondary But Below Graduate,4,Speech,Males
Lakshadweep,Urban,Graduate And Above,0,Speech,Males
Kerala,Rural,Illiterate,3154,Speech,Males
Kerala,Rural,Literate,9113,Speech,Males
Kerala,Rural,Literate But Below Primary,2014,Speech,Males
Kerala,Rural,Primary But Below Middle,2143,Speech,Males
Kerala,Rural,Middle But Below Matric/Secondary,1694,Speech,Males
Kerala,Rural,Matric/Secondary But Below Graduate,2379,Speech,Males
Kerala,Rural,Graduate And Above,330,Speech,Males
Kerala,Urban,Illiterate,2373,Speech,Males
Kerala,Urban,Literate,7679,Speech,Males
Kerala,Urban,Literate But Below Primary,1571,Speech,Males
Kerala,Urban,Primary But Below Middle,1696,Speech,Males
Kerala,Urban,Middle But Below Matric/Secondary,1410,Speech,Males
Kerala,Urban,Matric/Secondary But Below Graduate,2098,Speech,Males
Kerala,Urban,Graduate And Above,417,Speech,Males
Tamil Nadu,Rural,Illiterate,13527,Speech,Males
Tamil Nadu,Rural,Literate,12629,Speech,Males
Tamil Nadu,Rural,Literate But Below Primary,1967,Speech,Males
Tamil Nadu,Rural,Primary But Below Middle,4453,Speech,Males
Tamil Nadu,Rural,Middle But Below Matric/Secondary,2515,Speech,Males
Tamil Nadu,Rural,Matric/Secondary But Below Graduate,2360,Speech,Males
Tamil Nadu,Rural,Graduate And Above,309,Speech,Males
Tamil Nadu,Urban,Illiterate,7070,Speech,Males
Tamil Nadu,Urban,Literate,11286,Speech,Males
Tamil Nadu,Urban,Literate But Below Primary,1457,Speech,Males
Tamil Nadu,Urban,Primary But Below Middle,2862,Speech,Males
Tamil Nadu,Urban,Middle But Below Matric/Secondary,2055,Speech,Males
Tamil Nadu,Urban,Matric/Secondary But Below Graduate,2983,Speech,Males
Tamil Nadu,Urban,Graduate And Above,902,Speech,Males
Puducherry,Rural,Illiterate,124,Speech,Males
Puducherry,Rural,Literate,215,Speech,Males
Puducherry,Rural,Literate But Below Primary,33,Speech,Males
Puducherry,Rural,Primary But Below Middle,60,Speech,Males
Puducherry,Rural,Middle But Below Matric/Secondary,39,Speech,Males
Puducherry,Rural,Matric/Secondary But Below Graduate,67,Speech,Males
Puducherry,Rural,Graduate And Above,7,Speech,Males
Puducherry,Urban,Illiterate,208,Speech,Males
Puducherry,Urban,Literate,411,Speech,Males
Puducherry,Urban,Literate But Below Primary,53,Speech,Males
Puducherry,Urban,Primary But Below Middle,88,Speech,Males
Puducherry,Urban,Middle But Below Matric/Secondary,65,Speech,Males
Puducherry,Urban,Matric/Secondary But Below Graduate,133,Speech,Males
Puducherry,Urban,Graduate And Above,41,Speech,Males
Andaman & Nicobar Islands,Rural,Illiterate,56,Speech,Males
Andaman & Nicobar Islands,Rural,Literate,160,Speech,Males
Andaman & Nicobar Islands,Rural,Literate But Below Primary,31,Speech,Males
Andaman & Nicobar Islands,Rural,Primary But Below Middle,40,Speech,Males
Andaman & Nicobar Islands,Rural,Middle But Below Matric/Secondary,55,Speech,Males
Andaman & Nicobar Islands,Rural,Matric/Secondary But Below Graduate,25,Speech,Males
Andaman & Nicobar Islands,Rural,Graduate And Above,5,Speech,Males
Andaman & Nicobar Islands,Urban,Illiterate,23,Speech,Males
Andaman & Nicobar Islands,Urban,Literate,77,Speech,Males
Andaman & Nicobar Islands,Urban,Literate But Below Primary,15,Speech,Males
Andaman & Nicobar Islands,Urban,Primary But Below Middle,19,Speech,Males
Andaman & Nicobar Islands,Urban,Middle But Below Matric/Secondary,14,Speech,Males
Andaman & Nicobar Islands,Urban,Matric/Secondary But Below Graduate,22,Speech,Males
Andaman & Nicobar Islands,Urban,Graduate And Above,5,Speech,Males
Jammu & Kashmir,Rural,Illiterate,4171,Speech,Females
Jammu & Kashmir,Rural,Literate,1605,Speech,Females
Jammu & Kashmir,Rural,Literate But Below Primary,426,Speech,Females
Jammu & Kashmir,Rural,Primary But Below Middle,438,Speech,Females
Jammu & Kashmir,Rural,Middle But Below Matric/Secondary,378,Speech,Females
Jammu & Kashmir,Rural,Matric/Secondary But Below Graduate,257,Speech,Females
Jammu & Kashmir,Rural,Graduate And Above,30,Speech,Females
Jammu & Kashmir,Urban,Illiterate,846,Speech,Females
Jammu & Kashmir,Urban,Literate,708,Speech,Females
Jammu & Kashmir,Urban,Literate But Below Primary,102,Speech,Females
Jammu & Kashmir,Urban,Primary But Below Middle,119,Speech,Females
Jammu & Kashmir,Urban,Middle But Below Matric/Secondary,155,Speech,Females
Jammu & Kashmir,Urban,Matric/Secondary But Below Graduate,182,Speech,Females
Jammu & Kashmir,Urban,Graduate And Above,97,Speech,Females
Himachal Pradesh,Rural,Illiterate,1706,Speech,Females
Himachal Pradesh,Rural,Literate,1379,Speech,Females
Himachal Pradesh,Rural,Literate But Below Primary,286,Speech,Females
Himachal Pradesh,Rural,Primary But Below Middle,475,Speech,Females
Himachal Pradesh,Rural,Middle But Below Matric/Secondary,177,Speech,Females
Himachal Pradesh,Rural,Matric/Secondary But Below Graduate,316,Speech,Females
Himachal Pradesh,Rural,Graduate And Above,46,Speech,Females
Himachal Pradesh,Urban,Illiterate,66,Speech,Females
Himachal Pradesh,Urban,Literate,248,Speech,Females
Himachal Pradesh,Urban,Literate But Below Primary,42,Speech,Females
Himachal Pradesh,Urban,Primary But Below Middle,65,Speech,Females
Himachal Pradesh,Urban,Middle But Below Matric/Secondary,32,Speech,Females
Himachal Pradesh,Urban,Matric/Secondary But Below Graduate,65,Speech,Females
